1,sb,you,your,him,her,his,it,me,us
2,smb,you,your,him,her,his,it,me,us
3,smth,something,that
4,somebody,you,your,him,her,his,it,me,us
5,someone,you,your,him,her,his,it,me,us
6,it,something,that
7,something,it,that
8,being,get,got
